Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
-0.0714450839133568,0.01653109101490623,-0.03215658290923147,-0.10743130151744448,-5.714844907346558e-06,-3.251057297592539e-05,-0.06403012198044547,-0.00040884625293932984,0.00012198791140696006,-0.0014823996218631336
-0.03203202740195761,-0.003209128981712178,0.0015259604585594656,-0.012565448518070612,5.797616441898895e-06,5.1402278343906544e-05,-1.0937207547683845e-05,1.7514546943979614e-05,4.283084798941854e-06,-1.4676091348528691e-05
-0.11513038045248236,-0.0009105100332504784,-0.02714942440826153,0.0002451990937728161,-0.00016694662199349622,8.96839189905867e-05,-0.004314624250131652,5.5502547362928486e-05,0.0002219887540431847,-0.0014075911912609063
-0.28284592647499107,0.05922361836969627,-0.24031037997833907,0.1377350178874532,-0.0001419401044972652,-0.004296750735169361,-0.06025473369375922,0.0010619418727859289,1.4302394705306087e-05,-0.04943168626566292
-0.1242371544009947,-0.0027280933528942295,0.0013809953271656681,0.34156231868697023,-0.044480219824097486,-0.0006506937034765695,-0.13727705359301134,5.108861721139128e-06,0.0367488500205297,-0.05679592865945215
-0.021542263432803722,0.028312933604465573,8.9121361425367e-05,-0.0003075636411830526,-2.927469239797242e-05,0.00026779026350794963,-1.7028913344672684e-06,0.0545397907338677,0.00021489870191191118,-2.6893780415478174e-05
0.0323723342078377,0.17543213978190628,-0.18541745748653812,0.41342346435932337,0.03921009033778818,0.5313574944469878,5.689381294809432e-06,0.03301489863458573,0.056247939323189514,0.02560688942259347
-0.08477861178630425,-0.03382323202601602,0.00050269749858357,-0.00012125144174795265,8.072086345931949e-06,-7.695065917174511e-05,0.03398363544115629,0.00011264799121308625,-0.05179529537621085,9.323106730473015e-06
-0.045727526538485636,-0.000285608181563484,2.1281493379577673e-05,-0.0001667969512141984,-5.752121634116706e-07,-1.4922236505302171e-06,6.993120395015513e-06,6.34289610107768e-06,-7.733390888791549e-05,4.775888080078153e-06
-0.059806192546469496,1.4657107618576816e-05,-0.05835018435144959,-0.04255289836011782,-3.7926585464162035e-06,0.0003217617941879666,1.411754591127081e-06,0.0002909997751787186,-5.4450950707115065e-05,-0.0383509054227782
0.010472640789833138,0.14346392146464648,-0.02661917584493368,0.11185773228554026,0.00017390406520284294,-0.06531027862505548,-0.06957291881713641,0.00046642549671264586,0.002455474252965197,0.03914022273067148
-0.40896596725098555,0.048508132732150724,-0.2906256748548129,-0.25302068680475753,1.0464193851398282e-05,-8.217266713003353e-06,0.12077597218098694,0.030127131012713238,-0.05199756637494504,-0.06993714693142349
0.0009753817605407093,-0.004202221929543931,-0.016903255284331183,1.9412176290259056e-05,0.00036402896127999974,5.338303933325518e-05,-4.024402542798253e-07,3.996518089902139e-05,-0.038496639402612345,-6.690817811127797e-05
-0.1027601911191574,-0.0005801721371135288,0.1578037152575997,0.050430080177447476,-0.012516586425999355,4.4432127618761795e-06,0.11454592087944358,0.05225899290271097,0.0001978418258301134,1.805465757250991e-05
-0.05860240407845593,0.05561202875898704,0.027050365342979103,-0.0467935161775883,1.2981041714506246e-05,3.340261476225578e-07,-0.08030525249909365,3.859088620206272e-05,-0.00013492823133084915,-0.00036675757943800647
-0.07450951840908714,0.0010633044773589665,-0.09671154657688265,0.09022323574836293,-0.00016730800086629582,-0.0095883107905525,0.0001052145982830996,1.2140324383040628e-05,-3.340288216678667e-05,-3.252476437374521e-05
0.12303978143124224,-0.082211353797833,0.03134342998821755,0.0819208624734267,0.04661964659071265,-0.06416008764632973,0.10316638131766791,5.81622350017809e-05,2.0832743599201738e-05,0.050784414506680337
